val,Normalised,Ratio
1319684,0.908818,0.09190691861970947
1098688,0.242963,0.07651606642533466
1152453,0.404955,0.08026042907547566
1158448,0.423018,0.08067793961369933
1051239,0.1,0.0732115697567484
1145681,0.38455100000000003,0.07978880582862818
1237999,0.6627029999999999,0.08621811990164441
1179114,0.485284,0.08211718444821647
1226187,0.6271140000000001,0.08539549530156135
1237582,0.661447,0.0861890787182517
1201897,0.553929,0.08370386377971768
1349947,1.0,0.09401452853101268
